"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
9.365758958E0,5.971345305E-1,1.028400436E-1,3.173599243E-1,6.840051489E-1
9.375761958E0,5.360084772E-1,2.026562393E-1,3.879526854E-1,6.920129515E-1
9.385764958E0,4.978587031E-1,2.730286717E-1,4.376896024E-1,7.169240768E-1
9.395767958E0,4.759601057E-1,2.638526559E-1,4.790245295E-1,7.249970662E-1
9.405770958E0,4.550593495E-1,1.363365054E-1,4.915395379E-1,6.835771878E-1
9.415772958E0,4.324926138E-1,-5.118750408E-2,4.764793515E-1,6.455250529E-1
9.425775958E0,3.921803534E-1,-1.916577965E-1,4.396182597E-1,6.195178406E-1
9.435778958E0,3.343946040E-1,-2.075371295E-1,3.794648051E-1,5.467037128E-1
9.445781958E0,2.585863769E-1,-1.502650380E-1,3.162171543E-1,4.352468089E-1
9.455784958E0,1.597729921E-1,-5.686956644E-2,2.669339478E-1,3.162519393E-1
9.465786958E0,6.042269617E-2,1.125634015E-1,2.275356799E-1,2.609480929E-1
9.475789958E0,-3.541993443E-3,3.368487358E-1,2.129790038E-1,3.985469515E-1
9.485792958E0,-2.573278360E-2,5.653695464E-1,2.363429070E-1,6.133211800E-1
9.495795958E0,-6.630160846E-3,6.497558355E-1,2.635621130E-1,7.012072392E-1
9.505798958E0,4.640749097E-2,5.392972231E-1,2.881241739E-1,6.131971050E-1
9.515800958E0,1.165495217E-1,3.476366699E-1,3.116182387E-1,4.811870446E-1
9.525803958E0,2.252760082E-1,1.650407612E-1,3.467916548E-1,4.452551904E-1
9.535806958E0,3.826509714E-1,-7.162440568E-2,3.698225021E-1,5.369548440E-1
9.545809958E0,5.890520215E-1,-3.830659091E-1,3.703306317E-1,7.942710819E-1
9.555812958E0,8.169041872E-1,-6.564753056E-1,3.605294824E-1,1.108275140E0
9.565814958E0,1.030267239E0,-8.137893081E-1,3.388657272E-1,1.355925367E0
9.575817958E0,1.196339130E0,-8.713235855E-1,3.227983415E-1,1.514803906E0
9.585820958E0,1.305698633E0,-7.970227599E-1,3.131590486E-1,1.561461748E0
9.595823958E0,1.345822096E0,-6.227849722E-1,3.219728470E-1,1.517486326E0
9.605826958E0,1.324277639E0,-4.159665406E-1,3.583548367E-1,1.433582093E0
9.615828958E0,1.234572291E0,-2.317719162E-1,3.997713625E-1,1.318220052E0
9.625831958E0,1.096293688E0,-6.004729494E-2,4.115233719E-1,1.172525912E0
9.635834958E0,9.357555509E-1,8.315414190E-2,4.104891419E-1,1.025209441E0
9.645837958E0,7.699074745E-1,1.975978911E-1,4.051721394E-1,8.921697756E-1
9.655840958E0,6.075448394E-1,2.657517195E-1,4.033716023E-1,7.761722475E-1
9.665842958E0,4.752318263E-1,3.454391062E-1,4.012410641E-1,7.114547465E-1
9.675845958E0,3.708113730E-1,4.450856149E-1,3.927442431E-1,6.998930772E-1
9.685848958E0,2.808255851E-1,6.194752455E-1,3.852013946E-1,7.816602225E-1
9.695852833E0,1.896864623E-1,8.398567438E-1,3.738654554E-1,9.386776246E-1
9.705855833E0,1.086472720E-1,9.978144169E-1,3.639659584E-1,1.067665237E0
9.715857833E0,4.091054946E-2,9.549146295E-1,3.436549902E-1,1.015694036E0
9.725860833E0,-5.258690938E-2,7.143281102E-1,3.266003728E-1,7.872088894E-1
9.735863833E0,-1.828080267E-1,4.059074223E-1,3.164409399E-1,5.461817267E-1
9.745866833E0,-3.115580082E-1,1.673808694E-1,3.068839312E-1,4.682547331E-1
9.755869833E0,-3.625228107E-1,8.235251904E-2,3.052032292E-1,4.809924498E-1
9.765871833E0,-2.978183627E-1,1.165051609E-1,3.087963462E-1,4.445496745E-1
9.775874833E0,-1.304000318E-1,2.105341256E-1,3.150603473E-1,4.007390782E-1
9.785877833E0,9.653510898E-2,3.176065087E-1,3.129892051E-1,4.562402483E-1
9.795880833E0,3.151556849E-1,4.282552004E-1,3.002663255E-1,6.106435037E-1
9.805883833E0,4.646950960E-1,5.321856141E-1,2.747069001E-1,7.580415167E-1
9.815885833E0,5.343613625E-1,6.287777424E-1,2.405743152E-1,8.595228421E-1
9.825888833E0,5.290060043E-1,7.038397789E-1,1.980604082E-1,9.024775412E-1
9.835891833E0,4.751583636E-1,7.200339437E-1,1.713233441E-1,8.795317156E-1
9.845894833E0,3.889329433E-1,6.884991527E-1,1.748254150E-1,8.098542112E-1
9.855897833E0,2.830053270E-1,6.333372593E-1,2.180705220E-1,7.271608155E-1
9.865899833E0,1.772304326E-1,5.767967701E-1,3.056136668E-1,6.763910508E-1
9.875902833E0,7.850940526E-2,5.432739258E-1,4.214406013E-1,6.920422427E-1
9.885905833E0,-1.021593437E-2,5.222818255E-1,5.510609150E-1,7.593094248E-1
9.895908833E0,-9.270867705E-2,5.360070467E-1,6.619609594E-1,8.567909691E-1
9.905911833E0,-1.654289514E-1,6.118195057E-1,7.427708507E-1,9.764212114E-1
9.915913833E0,-2.257171422E-1,7.386242747E-1,7.818961740E-1,1.099033973E0
9.925916833E0,-2.759747207E-1,9.143220782E-1,7.865638733E-1,1.237267003E0
9.935919833E0,-3.250736892E-1,1.135976553E0,7.527802587E-1,1.400997413E0
9.945922833E0,-3.661034107E-1,1.309098363E0,7.035365701E-1,1.530599208E0
9.955925833E0,-3.970964849E-1,1.389282227E0,6.522980928E-1,1.585333884E0
9.965927833E0,-4.205091596E-1,1.327625513E0,6.104156375E-1,1.520534349E0
9.975930833E0,-4.254032373E-1,1.150567532E0,5.694354773E-1,1.352416475E0
9.985933833E0,-4.139833450E-1,9.366667867E-1,5.360317230E-1,1.155879270E0
9.995936833E0,-3.746657073E-1,7.571654320E-1,5.335010886E-1,9.991482849E-1
1.000593983E1,-3.024764657E-1,6.282226443E-1,5.553454161E-1,8.913833262E-1
1.001594183E1,-2.123346329E-1,5.432665944E-1,5.697078109E-1,8.153475202E-1
1.002594483E1,-1.158861369E-1,5.345841646E-1,5.501216054E-1,7.757857994E-1
1.003594783E1,-2.806782722E-2,5.467450023E-1,4.835178852E-1,7.304159402E-1
1.004595083E1,4.114479944E-2,5.337759256E-1,3.718627393E-1,6.518370427E-1
1.005595383E1,7.814534754E-2,4.772689044E-1,2.417721152E-1,5.406903533E-1
1.006595583E1,7.901193947E-2,3.523344398E-1,1.305867434E-1,3.839731000E-1
1.007595883E1,6.441478431E-2,1.842423826E-1,5.219012871E-2,2.020354660E-1
1.008596183E1,4.763900861E-2,2.953376621E-2,5.722761154E-3,5.634242170E-2
1.009596483E1,2.765418030E-3,-6.364756823E-2,-2.827009745E-2,6.969834207E-2
1.010596683E1,-7.859016210E-2,-8.894013613E-2,-4.976793379E-2,1.286996839E-1
1.011596983E1,-1.870875210E-1,-8.559300005E-2,-6.711363047E-2,2.164073510E-1
1.012597283E1,-2.981453538E-1,-6.892161071E-2,-7.386954129E-2,3.147976327E-1
1.013597583E1,-3.871965408E-1,-1.092065945E-1,-4.353763908E-2,4.046514148E-1
1.014597883E1,-4.348412752E-1,-2.581476271E-1,3.340960294E-2,5.067971326E-1
1.015598183E1,-4.738742411E-1,-4.381474257E-1,1.176153719E-1,6.560208371E-1
1.016598383E1,-5.252061486E-1,-5.242412686E-1,1.647381485E-1,7.601375296E-1
1.017598683E1,-5.835306644E-1,-4.853899479E-1,1.536039114E-1,7.744066112E-1
1.018598983E1,-6.127167940E-1,-4.031113386E-1,8.339952677E-2,7.381572340E-1
1.019599283E1,-5.728534460E-1,-2.922655940E-1,-5.213166773E-2,6.452115613E-1
1.020599583E1,-4.572179317E-1,-1.411954015E-1,-2.211310863E-1,5.271464084E-1
1.021599783E1,-2.963245213E-1,3.265057877E-2,-3.796827197E-1,4.827351757E-1
1.022600083E1,-8.444981277E-2,2.133820057E-1,-5.249102116E-1,5.728825197E-1
1.023600383E1,1.649400592E-1,2.410590649E-1,-6.343206167E-1,6.983389869E-1
1.024600683E1,4.059947729E-1,8.554910123E-2,-6.769125462E-1,7.939527691E-1
1.025600883E1,6.105621457E-1,-1.961702406E-1,-6.813913584E-1,9.357152774E-1
1.026601183E1,7.150749564E-1,-4.722167253E-1,-6.528660059E-1,1.077290514E0
1.027601483E1,6.899912953E-1,-7.092639804E-1,-5.881485939E-1,1.151113439E0
1.028601783E1,5.519090295E-1,-8.442133069E-1,-4.913767576E-1,1.121940641E0
1.029602083E1,3.248557746E-1,-8.350917697E-1,-3.882373273E-1,9.765437832E-1
1.030602283E1,4.942926764E-2,-6.861206293E-1,-2.855090797E-1,7.447954115E-1
1.031602583E1,-2.413429022E-1,-4.788353443E-1,-1.763354540E-1,5.644677810E-1
1.032602883E1,-5.030445457E-1,-3.123579621E-1,-5.489611998E-2,5.946720907E-1
1.033603183E1,-6.949050426E-1,-2.714981139E-1,6.248758733E-2,7.486714518E-1
1.034603483E1,-7.982112169E-1,-3.775049746E-1,1.753488928E-1,9.002212988E-1
1.035603683E1,-8.208706379E-1,-5.603195429E-1,2.944074571E-1,1.036562755E0
1.036603983E1,-7.682004571E-1,-7.774444222E-1,3.982254565E-1,1.163243434E0
1.037604283E1,-6.754429936E-1,-9.743047953E-1,4.730198979E-1,1.276417211E0
1.038604583E1,-5.824201107E-1,-1.078201652E0,5.058990121E-1,1.325769888E0
1.039604883E1,-5.095832944E-1,-1.081461191E0,4.733968377E-1,1.285821919E0
1.040605083E1,-4.519492388E-1,-9.418597221E-1,3.925720453E-1,1.116006569E0
1.041605383E1,-3.596200943E-1,-6.714995503E-1,2.652825117E-1,8.066058947E-1
1.042605683E1,-2.302354723E-1,-3.615342379E-1,1.207977608E-1,4.453172766E-1
1.043605983E1,-9.625500441E-2,-5.207277462E-2,-2.262924984E-2,1.117527748E-1
1.044606283E1,9.680747986E-3,2.297810018E-1,-1.271423399E-1,2.627892697E-1
1.045606483E1,7.891340554E-2,4.147756994E-1,-1.662499905E-1,4.537678544E-1
1.046606783E1,1.203404739E-1,4.990000129E-1,-1.372124851E-1,5.313286258E-1
1.047607083E1,1.304586530E-1,5.031257272E-1,-4.121377692E-2,5.213957546E-1
1.048607383E1,1.062984616E-1,4.741462469E-1,9.003132582E-2,4.941858618E-1
1.049607683E1,6.146243960E-2,4.173330665E-1,2.398760468E-1,4.852680060E-1
1.050607883E1,1.672319695E-2,3.441752195E-1,3.772911429E-1,5.109646305E-1
1.051608183E1,-1.846233010E-2,3.067687452E-1,4.776317179E-1,5.679612475E-1
1.052608483E1,-2.859805524E-2,3.308663666E-1,5.274581313E-1,6.232996724E-1
1.053608783E1,-1.145013794E-2,4.055285752E-1,5.294807553E-1,6.670340330E-1
1.054609083E1,3.122888319E-2,5.294278860E-1,5.010538697E-1,7.296054482E-1
1.055609283E1,8.072262257E-2,6.568672657E-1,4.430335164E-1,7.964103485E-1
1.056609583E1,1.234429181E-1,7.420660257E-1,3.707886338E-1,8.386801247E-1
1.057609883E1,1.423465759E-1,7.308200598E-1,2.930110097E-1,8.001349631E-1
1.058610183E1,1.157596111E-1,6.647473574E-1,2.266115546E-1,7.117879835E-1
1.059610483E1,4.238884151E-2,5.575986505E-1,1.716948599E-1,5.849719598E-1
1.060610683E1,-7.359182835E-2,4.248155653E-1,1.368002594E-1,4.523254721E-1
1.061610983E1,-2.092493325E-1,3.013805151E-1,1.450477093E-1,3.945305261E-1
1.062611283E1,-3.307483494E-1,1.789504588E-1,1.786269844E-1,4.163235964E-1
1.063611583E1,-4.144275784E-1,7.826878130E-2,2.312763333E-1,4.810041188E-1
1.064611883E1,-4.677771032E-1,4.842113331E-2,2.970502973E-1,5.562363738E-1
1.065612083E1,-5.052376986E-1,8.564174175E-2,3.458798826E-1,6.182495719E-1
1.066612383E1,-5.214751959E-1,1.535470188E-1,3.786090612E-1,6.624634995E-1
1.067612683E1,-5.363256335E-1,2.544994950E-1,4.018864930E-1,7.168876700E-1
1.068612983E1,-5.482374430E-1,3.582381308E-1,4.076109827E-1,7.713919661E-1
1.069613133E1,-5.734464526E-1,4.523469210E-1,3.949797153E-1,8.303418251E-1
1.070613433E1,-6.298463345E-1,5.362686515E-1,3.711249828E-1,9.066555159E-1
1.071613733E1,-7.188784480E-1,5.936016440E-1,3.429504335E-1,9.933600227E-1
1.072614033E1,-8.391353488E-1,6.162206531E-1,3.169081807E-1,1.088258619E0
1.073614333E1,-9.751338959E-1,6.150794625E-1,2.943052053E-1,1.189884202E0
1.074614533E1,-1.113381505E0,5.585126281E-1,2.791906893E-1,1.276519554E0
1.075614833E1,-1.238165140E0,4.750973880E-1,2.606974542E-1,1.351567092E0
1.076615133E1,-1.333019018E0,3.919087350E-1,2.357990146E-1,1.409302428E0
1.077615433E1,-1.400203943E0,3.360323608E-1,2.229814827E-1,1.457123733E0
1.078615733E1,-1.439949751E0,3.096601367E-1,2.221444547E-1,1.489527725E0
1.079615933E1,-1.426520467E0,3.219265044E-1,2.443486452E-1,1.482667723E0
1.080616233E1,-1.385839820E0,3.393771052E-1,2.673447728E-1,1.451620492E0
1.081616533E1,-1.343520522E0,3.447916806E-1,2.927082777E-1,1.417606021E0
1.082616833E1,-1.312622190E0,3.151547015E-1,3.039425611E-1,1.383719834E0
1.083617133E1,-1.283804536E0,2.269894630E-1,2.996168733E-1,1.337702722E0
1.084617333E1,-1.267384291E0,6.802857667E-2,2.902830243E-1,1.301981206E0
1.085617633E1,-1.258844137E0,-1.256704330E-1,2.746560574E-1,1.294572350E0
1.086617933E1,-1.264963865E0,-3.204830587E-1,2.544471920E-1,1.329506053E0
1.087618233E1,-1.273239851E0,-4.355239570E-1,2.480551451E-1,1.368339209E0
1.088618533E1,-1.261460900E0,-4.916247725E-1,2.753360569E-1,1.381589108E0
1.089618733E1,-1.216867208E0,-5.260967016E-1,2.746911049E-1,1.353882840E0
1.090619033E1,-1.140244842E0,-5.701962709E-1,2.504768372E-1,1.299238520E0
1.091619333E1,-1.045060873E0,-6.366851926E-1,2.445463538E-1,1.247927555E0
1.092619633E1,-9.430421591E-1,-6.264088154E-1,2.646822333E-1,1.162657818E0
1.093619933E1,-8.620470166E-1,-5.019908547E-1,2.684517503E-1,1.033047056E0
1.094620133E1,-8.552652597E-1,-3.436848521E-1,2.357718498E-1,9.514127954E-1
1.095620433E1,-9.319132566E-1,-2.225696594E-1,1.852464378E-1,9.758666988E-1
1.096620733E1,-1.061190486E0,-1.651636213E-1,1.275325418E-1,1.081512283E0
1.097621033E1,-1.204236269E0,-1.407881379E-1,7.589554042E-2,1.214811271E0
1.098621333E1,-1.317196608E0,-1.600409299E-1,5.083306879E-2,1.327856921E0
1.099621533E1,-1.372729301E0,-2.568416893E-1,5.428772420E-2,1.397605290E0
1.100621833E1,-1.359580159E0,-3.847818077E-1,7.581938058E-2,1.415013720E0
1.101622133E1,-1.300768614E0,-4.895155430E-1,9.339287132E-2,1.392963274E0
1.102622433E1,-1.222902298E0,-5.389789939E-1,9.859082848E-2,1.340040499E0
1.103622733E1,-1.133346558E0,-5.097249746E-1,9.929195046E-2,1.246656673E0
1.104622933E1,-1.007014871E0,-3.866842985E-1,8.410421014E-2,1.081978380E0
1.105623233E1,-8.425620198E-1,-2.689776123E-1,7.579141110E-2,8.876959227E-1
1.106623533E1,-6.674751639E-1,-2.068820149E-1,6.960328668E-2,7.022591260E-1
1.107623833E1,-5.231977105E-1,-1.315138489E-1,6.254335493E-2,5.430869249E-1
1.108624033E1,-4.157021642E-1,-6.238298118E-2,6.254362315E-2,4.249842708E-1
1.109624333E1,-3.474597931E-1,-6.752405781E-3,8.028913289E-2,3.566794747E-1
1.110624633E1,-2.912172973E-1,6.612899154E-2,1.210908890E-1,3.222476705E-1
1.111624933E1,-2.469398975E-1,6.859327108E-2,1.810569316E-1,3.137928653E-1
1.112625233E1,-1.976197660E-1,-6.087097526E-2,2.679095268E-1,3.384292572E-1
1.113625433E1,-1.410439610E-1,-2.699746490E-1,3.741367459E-1,4.824500126E-1
1.114625733E1,-5.164804310E-2,-5.615670681E-1,4.693767130E-1,7.337162879E-1
1.115626033E1,7.793585211E-2,-9.173632264E-1,5.027412176E-1,1.048989046E0
1.116626333E1,1.993349791E-1,-1.168992996E0,4.523784518E-1,1.269222330E0
1.117626633E1,2.856444120E-1,-1.284579992E0,3.414090574E-1,1.359521471E0
1.118626833E1,3.347299397E-1,-1.301172256E0,1.780137420E-1,1.355279405E0
1.119627133E1,3.201627135E-1,-1.269449949E0,5.005657673E-3,1.309210599E0
1.120627433E1,2.045152038E-1,-1.158903956E0,-1.642225236E-1,1.188214579E0
1.121627733E1,-1.898297295E-2,-9.540535808E-1,-2.898786068E-1,9.973004537E-1
1.122628033E1,-3.335608840E-1,-7.217782736E-1,-3.455919325E-1,8.669835773E-1
1.123628233E1,-6.538289785E-1,-5.652009845E-1,-3.122405708E-1,9.189334362E-1
1.124628533E1,-9.341802001E-1,-4.860790074E-1,-1.983206421E-1,1.071585986E0
1.125628833E1,-1.137608171E0,-4.313569665E-1,-1.771989465E-2,1.216772442E0
1.126629133E1,-1.219534516E0,-3.199939430E-1,1.800387353E-1,1.273606888E0
1.127629333E1,-1.131008267E0,-1.684997976E-1,3.480066061E-1,1.195274228E0
1.128629633E1,-8.688635230E-1,-1.156205982E-1,4.487518370E-1,9.847183128E-1
1.129629933E1,-4.747202098E-1,-1.335774064E-1,4.438108802E-1,6.634533130E-1
1.130630233E1,-2.278337255E-2,-1.343406588E-1,3.592009246E-1,3.841767808E-1
1.131630533E1,4.000371695E-1,-5.260661989E-2,2.321887463E-1,4.655199323E-1
1.132630733E1,7.066519856E-1,1.069881022E-1,9.147158265E-2,7.205348939E-1
1.133631033E1,8.815815449E-1,3.898904026E-1,1.751665585E-2,9.641096304E-1
1.134631333E1,1.000944972E0,5.319178104E-1,-1.600774750E-2,1.133615297E0
1.135631633E1,1.062748075E0,6.854836941E-1,-1.436528563E-2,1.264724368E0
1.136631933E1,1.160160303E0,9.820399880E-1,1.418884993E-1,1.526599755E0
1.137632133E1,1.415067554E0,1.101904869E0,3.727399409E-1,1.831814834E0
1.138632433E1,1.789227009E0,1.024086237E0,6.037680507E-1,2.148167072E0
1.139632733E1,2.226034164E0,8.447569609E-1,8.273544908E-1,2.520586812E0
1.140633033E1,2.676459074E0,5.780592561E-1,1.022776961E0,2.922953710E0
1.141633333E1,3.073341846E0,2.429305911E-1,1.161319256E0,3.294405529E0
1.142633533E1,3.367585659E0,-8.095534891E-2,1.240852475E0,3.589833117E0
1.143633833E1,3.545897245E0,-3.429032266E-1,1.275427818E0,3.783871829E0
1.144634133E1,3.637664080E0,-5.166025758E-1,1.307064056E0,3.899730071E0
1.145634433E1,3.681344271E0,-6.010715961E-1,1.337480783E0,3.962630130E0
1.146634733E1,3.679815054E0,-5.587145686E-1,1.371215582E0,3.966539168E0
1.147634933E1,3.606893063E0,-3.894714117E-1,1.383032322E0,3.882543490E0
1.148635233E1,3.462830544E0,-1.298358440E-1,1.392135024E0,3.734446766E0
1.149635533E1,3.287274599E0,2.116477340E-1,1.386895061E0,3.574135834E0
1.150635833E1,3.105715752E0,6.468538046E-1,1.355378628E0,3.449774108E0
1.151636033E1,2.912070036E0,1.099392653E0,1.301603436E0,3.373868344E0
1.152636333E1,2.701769352E0,1.445243597E0,1.229801416E0,3.301620543E0
1.153636633E1,2.486831188E0,1.621967554E0,1.157427192E0,3.186651190E0
1.154636933E1,2.270118237E0,1.694717050E0,1.083992124E0,3.033239458E0
1.155637233E1,2.062927723E0,1.692533970E0,1.015291214E0,2.855023341E0
1.156637433E1,1.858087778E0,1.606889606E0,9.581435323E-1,2.636782779E0
1.157637733E1,1.650413632E0,1.459750772E0,9.172812700E-1,2.386659255E0
1.158638033E1,1.441693664E0,1.231110930E0,8.805536032E-1,2.090332364E0
1.159638333E1,1.240277290E0,9.751964211E-1,8.494340777E-1,1.791880038E0
1.160638633E1,1.054153442E0,7.518184781E-1,8.137854934E-1,1.529286544E0
1.161638833E1,8.689711690E-1,5.715603828E-1,7.683128119E-1,1.293095797E0
1.162639133E1,6.766397953E-1,4.437102675E-1,7.069147229E-1,1.074452716E0
1.163639433E1,4.625664651E-1,3.581219316E-1,6.240280867E-1,8.553537897E-1
1.164639733E1,2.493633926E-1,3.163116276E-1,5.147958994E-1,6.536436073E-1
1.165640033E1,2.912506089E-2,3.099138439E-1,3.787669241E-1,4.902644619E-1
1.166640233E1,-1.781642139E-1,3.098275661E-1,2.229813039E-1,4.212555872E-1
1.167640533E1,-3.735986054E-1,3.395069838E-1,4.020191729E-2,5.064159398E-1
1.168640833E1,-5.646910667E-1,3.829985261E-1,-1.717127264E-1,7.035972799E-1
1.169641125E1,-7.613826394E-1,3.394685090E-1,-3.961713910E-1,9.229811283E-1
1.170641325E1,-9.693462253E-1,1.776274145E-1,-6.078018546E-1,1.157845714E0
1.171641625E1,-1.176089406E0,-6.533966213E-2,-7.663498521E-1,1.405257150E0
1.172641925E1,-1.370140433E0,-3.221413791E-1,-8.653634787E-1,1.652245086E0
1.173642225E1,-1.551650405E0,-5.595030189E-1,-8.913937211E-1,1.874898763E0
1.174642525E1,-1.757593751E0,-7.513270378E-1,-8.460872173E-1,2.090332914E0
1.175642725E1,-2.049268484E0,-8.282348514E-1,-7.424806356E-1,2.331684323E0
1.176643025E1,-2.463897228E0,-6.314520240E-1,-6.063283682E-1,2.614795460E0
1.177643325E1,-2.986023664E0,-3.114406168E-1,-4.671497941E-1,3.038348484E0
1.178643625E1,-3.500112057E0,-3.127368167E-2,-3.406565785E-1,3.516789638E0
1.179643925E1,-3.901797771E0,2.932447493E-1,-2.378741801E-1,3.920025824E0
1.180644125E1,-4.156347752E0,7.030400038E-1,-1.524652690E-1,4.218143850E0
1.181644425E1,-4.335403919E0,1.299666047E0,-1.118289158E-1,4.527401538E0
1.182644725E1,-4.484010696E0,1.960172534E0,-1.814253032E-1,4.897095407E0
1.183645025E1,-4.634348392E0,2.713133335E0,-3.434964120E-1,5.381102796E0
1.184645325E1,-4.807638168E0,3.252373934E0,-5.510738492E-1,5.830523420E0
1.185645525E1,-4.887823105E0,3.108798981E0,-8.299850225E-1,5.851864741E0
1.186645825E1,-4.744893551E0,1.563120365E0,-1.199612498E0,5.137745637E0
1.187646125E1,-4.649610043E0,2.833509147E-1,-1.646786332E0,4.940755662E0
1.188646425E1,-4.608232975E0,-5.965391397E-1,-1.986836553E0,5.053631326E0
1.189646625E1,-4.683028221E0,-1.065234542E0,-2.196440220E0,5.281082047E0
1.190646925E1,-4.602792740E0,-1.185649395E0,-2.289045811E0,5.275528051E0
1.191647225E1,-4.061167717E0,-1.636098266E0,-2.238353968E0,4.917329483E0
1.192647525E1,-3.114514589E0,-2.877243757E0,-2.152105331E0,4.755027878E0
1.193647825E1,-1.707010984E0,-3.353909731E0,-1.740342379E0,4.146249942E0
1.194648025E1,-2.253187448E-1,-3.264452219E0,-1.002089143E0,3.422221424E0
1.195648325E1,1.318086743E0,-2.560656071E0,-5.601890087E-1,2.933960446E0
1.196648625E1,2.844657421E0,-1.331447363E0,-6.076896787E-1,3.199080285E0
1.197648925E1,4.138943672E0,-2.157107294E-1,-9.139339328E-1,4.244132547E0
1.198649225E1,4.806930065E0,3.436915874E-1,-1.095922232E0,4.942240999E0
1.199649425E1,4.916696548E0,5.541716814E-1,-1.051457167E0,5.058317247E0
1.200649725E1,4.708537579E0,5.272921324E-1,-9.564113617E-1,4.833537609E0
1.201650025E1,4.337092876E0,3.585076332E-1,-8.814065456E-1,4.440245471E0
1.202650325E1,4.056371212E0,3.071419001E-1,-8.112424016E-1,4.148083629E0
1.203650525E1,3.881891012E0,3.105948269E-1,-7.651044130E-1,3.968744353E0
1.204650825E1,3.782619476E0,2.972488999E-1,-7.659534216E-1,3.870820540E0
1.205651125E1,3.705209970E0,2.763617933E-1,-7.943438888E-1,3.799465618E0
1.206651425E1,3.597920895E0,1.920735538E-1,-8.551105857E-1,3.703125859E0
1.207651725E1,3.403376102E0,1.808756962E-2,-8.723629713E-1,3.513447482E0
1.208651925E1,3.164625168E0,-1.480513364E-1,-8.200041652E-1,3.272488118E0
1.209652225E1,2.917808294E0,-3.477997780E-1,-7.672711611E-1,3.036984518E0
1.210652525E1,2.672373295E0,-5.574272871E-1,-7.400589585E-1,2.828425617E0
1.211652825E1,2.422489643E0,-7.413579822E-1,-6.985887289E-1,2.627944813E0
1.212653125E1,2.166315794E0,-9.239796996E-1,-6.481308937E-1,2.442690373E0
1.213653325E1,1.894221544E0,-1.103400946E0,-5.880346894E-1,2.269659380E0
1.214653625E1,1.616912961E0,-1.208311081E0,-5.285878778E-1,2.086582933E0
1.215653925E1,1.348118663E0,-1.218420863E0,-4.771422446E-1,1.878733097E0
1.216654225E1,1.095811367E0,-1.191580534E0,-4.684228003E-1,1.685255660E0
1.217654425E1,8.666866422E-1,-1.182722688E0,-5.110999942E-1,1.552804526E0
1.218654725E1,6.693658829E-1,-1.118419886E0,-5.487597585E-1,1.414231593E0
1.219655025E1,5.179775357E-1,-1.054896712E0,-5.802702904E-1,1.310656862E0
1.220655325E1,4.232558310E-1,-1.001180768E0,-6.197250485E-1,1.251226424E0
1.221655625E1,3.735898137E-1,-9.483597875E-1,-6.658336520E-1,1.217493362E0
1.222655825E1,3.649545014E-1,-8.531152606E-1,-7.260123491E-1,1.178172894E0
1.223656125E1,3.718968928E-1,-7.381908298E-1,-7.973988652E-1,1.148511189E0
1.224656425E1,3.901552558E-1,-6.091755629E-1,-9.005286694E-1,1.155105136E0
1.225656725E1,4.153816700E-1,-4.792450070E-1,-1.045611262E0,1.222914805E0
1.226657025E1,4.518043697E-1,-3.275611997E-1,-1.179226875E0,1.304607049E0
1.227657225E1,5.047860146E-1,-1.054330021E-1,-1.248484850E0,1.350792160E0
1.228657525E1,5.581267476E-1,8.929680288E-2,-1.283505678E0,1.402450074E0
1.229657825E1,5.528778434E-1,3.469095230E-1,-1.251630068E0,1.411594118E0
1.230658125E1,4.628571868E-1,6.414120197E-1,-1.090858221E0,1.347448631E0
1.231658425E1,3.216364980E-1,7.656407952E-1,-8.701737523E-1,1.202854199E0
1.232658625E1,7.241389900E-2,6.154217720E-1,-5.300553441E-1,8.154424554E-1
1.233658925E1,-2.678574622E-1,1.434115618E-1,-1.778836399E-1,3.520753974E-1
1.234659225E1,-6.368253827E-1,-3.561593890E-1,9.682328999E-2,7.360508324E-1
1.235659525E1,-1.075554729E0,-6.253990531E-1,3.064986765E-1,1.281359976E0
1.236659725E1,-1.584406257E0,-6.390898228E-1,4.487152100E-1,1.766387366E0
1.237660025E1,-2.127600670E0,-3.949405849E-1,5.157939196E-1,2.224568732E0
1.238660325E1,-2.766886711E0,-2.337469161E-1,3.972997963E-1,2.805021715E0
1.239660625E1,-3.647423983E0,-4.444921911E-1,4.152464867E-2,3.674642746E0
1.240660925E1,-4.512845993E0,-6.187888980E-1,-3.076064289E-1,4.565446350E0
1.241661125E1,-5.063398361E0,-7.750700116E-1,-5.475717783E-1,5.151560088E0
1.242661425E1,-5.212408066E0,-9.358237386E-1,-7.250453830E-1,5.345152451E0
1.243661725E1,-5.014769554E0,-1.033635974E0,-8.220847249E-1,5.185763232E0
1.244662025E1,-4.492836952E0,-1.146693468E0,-9.200336933E-1,4.727256264E0
1.245662325E1,-3.689296484E0,-1.092079163E0,-1.054933548E0,3.989540103E0
1.246662525E1,-2.704064131E0,-8.931971192E-1,-1.223988652E0,3.099663230E0
1.247662825E1,-1.474221945E0,-3.547226787E-1,-1.406754136E0,2.068360636E0
1.248663125E1,-1.995871514E-1,3.841937184E-1,-1.544810891E0,1.604331803E0
1.249663425E1,1.008370042E0,1.181230545E0,-1.574510217E0,2.211605336E0
1.250663625E1,2.052065372E0,1.906530023E0,-1.488932252E0,3.172183518E0
1.251663925E1,2.852625132E0,2.063430786E0,-1.297800899E0,3.752266505E0
