"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.973958083E0,1.100445986E-1,3.824637532E-1,1.725662798E-1,4.337827303E-1
2.983961083E0,-8.725196123E-3,1.023055196E0,-1.022270136E-2,1.023143473E0
2.993964083E0,-1.532895565E-1,1.089448214E0,-1.136160344E-1,1.106030606E0
3.003966083E0,-2.936653197E-1,8.485274315E-1,-8.941802382E-2,9.023489929E-1
3.013969083E0,-4.578870237E-1,7.100824118E-1,-5.790766701E-2,8.468948316E-1
3.023972083E0,-6.890648603E-1,6.813687086E-1,-5.828956142E-2,9.708096476E-1
3.033975083E0,-9.964818358E-1,6.246820688E-1,-4.860576987E-2,1.177100785E0
3.043978083E0,-1.350274444E0,5.354059935E-1,-3.549556434E-2,1.452983340E0
3.053981083E0,-1.733351231E0,4.161998332E-1,-2.994988114E-2,1.782870098E0
3.063984083E0,-2.122378588E0,2.508601546E-1,-2.098062262E-2,2.137255687E0
3.073986083E0,-2.516798258E0,4.169725999E-2,1.875985041E-2,2.517213552E0
3.083989083E0,-2.893927574E0,-1.435381025E-1,8.297877759E-2,2.898673053E0
3.093992083E0,-3.228961229E0,-2.936264873E-1,1.673250794E-1,3.246598961E0
3.103995083E0,-3.477834940E0,-4.594666064E-1,2.158169895E-1,3.514686672E0
3.113998083E0,-3.585133791E0,-7.649067640E-1,2.218378037E-1,3.672530281E0
3.124001083E0,-3.513495207E0,-9.926938415E-1,2.223917395E-1,3.657806408E0
3.134003083E0,-3.277592659E0,-1.077717900E0,1.370693594E-1,3.452952001E0
3.144006083E0,-2.978789806E0,-1.125303030E0,-5.410379171E-2,3.184717074E0
3.154009083E0,-2.724265337E0,-1.118217707E0,-2.485133857E-1,2.955298863E0
3.164012083E0,-2.533456564E0,-9.690771699E-1,-3.584531844E-1,2.736055812E0
3.174015083E0,-2.328324556E0,-8.287162781E-1,-3.952213526E-1,2.502811584E0
3.184018083E0,-1.997709274E0,-8.360155225E-1,-4.040750265E-1,2.202961853E0
3.194020083E0,-1.512409329E0,-9.720330834E-1,-3.954500258E-1,1.840818030E0
3.204023083E0,-9.705485106E-1,-1.174276233E0,-4.129491150E-1,1.578422014E0
3.214026083E0,-4.582450688E-1,-1.409003735E0,-4.549808204E-1,1.549931487E0
3.224029083E0,-7.958335802E-3,-1.558129072E0,-4.885635674E-1,1.632949448E0
3.234032083E0,3.815105855E-1,-1.463055253E0,-5.245937109E-1,1.600399813E0
3.244035083E0,8.016650081E-1,-1.036372066E0,-6.031340361E-1,1.442395407E0
3.254037083E0,1.251875043E0,-7.000036240E-1,-7.189480066E-1,1.604394725E0
3.264040083E0,1.704346895E0,-5.343997478E-1,-8.093583584E-1,1.960979955E0
3.274043083E0,2.121785402E0,-3.204197884E-1,-8.655729890E-1,2.313840689E0
3.284046083E0,2.505145788E0,-9.526551515E-2,-8.969839215E-1,2.662594805E0
3.294049083E0,2.861311197E0,-4.689409956E-2,-9.240174890E-1,3.007176274E0
3.304052083E0,3.138512850E0,-8.836484700E-2,-9.571469426E-1,3.282407885E0
3.314054083E0,3.330131769E0,-2.041635513E-1,-1.034186840E0,3.492993383E0
3.324057083E0,3.454701662E0,-2.389058173E-1,-1.126060009E0,3.641435254E0
3.334060083E0,3.487277985E0,-2.266716063E-1,-1.217987657E0,3.700808248E0
3.344063083E0,3.409594536E0,-1.425135881E-1,-1.293068051E0,3.649338297E0
3.354066083E0,3.207674980E0,2.500621229E-2,-1.347235441E0,3.479202124E0
3.364069083E0,2.909877300E0,2.427675724E-1,-1.364646673E0,3.223132411E0
3.374071083E0,2.575252056E0,4.265693128E-1,-1.316683888E0,2.923617792E0
3.384074083E0,2.251882792E0,5.258157849E-1,-1.231216073E0,2.619799871E0
3.394077083E0,1.970703483E0,5.848418474E-1,-1.127002239E0,2.344322130E0
3.404080083E0,1.750013947E0,6.357409954E-1,-1.033971667E0,2.129744782E0
3.414083083E0,1.577208877E0,7.165446281E-1,-9.409039021E-1,1.971376219E0
3.424086083E0,1.440538883E0,8.008997440E-1,-8.561556935E-1,1.857308603E0
3.434088083E0,1.345258951E0,8.365657926E-1,-7.647469044E-1,1.759091185E0
3.444091083E0,1.277592540E0,7.832831144E-1,-6.767451167E-1,1.644311129E0
3.454094083E0,1.204273939E0,6.471042633E-1,-6.205252409E-1,1.501356461E0
3.464097083E0,1.114792466E0,5.033284426E-1,-5.508092642E-1,1.341451680E0
3.474100083E0,9.867643714E-1,3.821191192E-1,-4.508327246E-1,1.150203935E0
3.484103083E0,8.044899106E-1,2.866123021E-1,-3.823988140E-1,9.357240410E-1
3.494105083E0,5.562958717E-1,2.290734500E-1,-3.269346952E-1,6.847087245E-1
3.504108083E0,2.566990554E-1,2.345512956E-1,-2.583524585E-1,4.331913066E-1
3.514111083E0,-8.392081410E-2,2.985962033E-1,-1.872458756E-1,3.623029307E-1
3.524114083E0,-4.374301434E-1,4.749544561E-1,-1.437018663E-1,6.614961013E-1
3.534117083E0,-8.258403540E-1,6.177761555E-1,-1.198915988E-1,1.038284000E0
3.544120083E0,-1.250894308E0,6.194112897E-1,-7.307242602E-2,1.397764821E0
3.554122083E0,-1.678525567E0,5.073977709E-1,-1.887826063E-2,1.753641060E0
3.564125083E0,-2.064126492E0,3.964984119E-1,2.760268934E-2,2.102044498E0
3.574128083E0,-2.389306545E0,3.589445353E-1,5.384060740E-2,2.416717972E0
3.584131083E0,-2.696198225E0,3.257586360E-1,8.747261018E-2,2.717214569E0
3.594134083E0,-3.019906282E0,2.361644506E-1,1.418223083E-1,3.032444751E0
3.604137083E0,-3.377994776E0,3.067654371E-2,1.941044182E-1,3.383705998E0
3.614139083E0,-3.769601107E0,-2.366435975E-1,2.439811528E-1,3.784893591E0
3.624142083E0,-4.149528503E0,-4.741493762E-1,3.016974330E-1,4.187412778E0
3.634145083E0,-4.463350296E0,-5.888789296E-1,3.565968275E-1,4.516130596E0
3.644148083E0,-4.688423157E0,-5.147128105E-1,3.936485946E-1,4.732990618E0
3.654151083E0,-4.846799850E0,-2.828021646E-1,4.330486059E-1,4.874318101E0
3.664154083E0,-4.931334019E0,-1.194356233E-1,4.387259185E-1,4.952252064E0
3.674156083E0,-4.942713261E0,-1.275213808E-1,4.699549079E-1,4.966642095E0
3.684158958E0,-4.874714851E0,-2.553248703E-1,5.442469716E-1,4.911643354E0
3.694161958E0,-4.684992313E0,-3.001588285E-1,5.494049191E-1,4.726636655E0
3.704164958E0,-4.328609467E0,-4.482322559E-2,5.647076964E-1,4.365519879E0
3.714167958E0,-3.778659344E0,2.823156118E-1,5.571012497E-1,3.829925632E0
3.724170958E0,-3.100852489E0,4.367238283E-1,4.736726880E-1,3.167077467E0
3.734172958E0,-2.374769449E0,2.118292153E-1,4.046556056E-1,2.418294381E0
3.744175958E0,-1.676036954E0,-3.547663093E-1,3.636048436E-1,1.751333060E0
3.754178958E0,-1.060447335E0,-1.046107769E0,2.666744888E-1,1.513276346E0
3.764181958E0,-3.813494444E-1,-1.670105338E0,3.676229417E-1,1.752091854E0
3.774184958E0,3.674481809E-1,-1.975633979E0,5.376565456E-1,2.080197670E0
3.784187958E0,1.196690798E0,-1.885905981E0,6.303835511E-1,2.320795910E0
3.794189958E0,2.079266310E0,-1.314932942E0,5.888131857E-1,2.529643848E0
3.804192958E0,2.822256327E0,-5.230795741E-1,4.083049297E-1,2.899216434E0
3.814195958E0,3.387118340E0,2.554587834E-2,2.112195045E-1,3.393793883E0
3.824198958E0,3.805321455E0,1.982737184E-1,1.166706234E-1,3.812269125E0
3.834201958E0,4.074030399E0,1.069027558E-1,1.499280781E-1,4.078189589E0
3.844204958E0,4.214254379E0,-8.229246736E-2,2.817167342E-1,4.224461663E0
3.854206958E0,4.240744591E0,-2.681585550E-1,4.298857749E-1,4.270904526E0
3.864209958E0,4.151372910E0,-4.107828140E-1,5.186201334E-1,4.203760982E0
3.874212958E0,3.976153374E0,-4.587401152E-1,5.186241865E-1,4.035989246E0
3.884215958E0,3.768650770E0,-3.485116065E-1,4.722106159E-1,3.814075489E0
3.894218958E0,3.561021805E0,-7.641293854E-2,4.068674445E-1,3.585004372E0
3.904221958E0,3.397173166E0,1.393198967E-1,3.001596630E-1,3.413252317E0
3.914223958E0,3.236544609E0,3.547907472E-1,1.757031977E-1,3.260670038E0
3.924226958E0,3.091544867E0,6.007450819E-1,8.947084099E-2,3.150642688E0
3.934229958E0,2.952465773E0,8.069577813E-1,4.447043315E-2,3.061080303E0
3.944232958E0,2.817302227E0,9.432386756E-1,2.377367578E-2,2.971103537E0
3.954235958E0,2.663941383E0,1.037676573E0,2.811928838E-2,2.859046530E0
3.964238958E0,2.492572546E0,1.071797013E0,4.222391918E-2,2.713567687E0
3.974240958E0,2.298133373E0,1.094085574E0,5.346269161E-2,2.545839450E0
3.984243958E0,2.092132568E0,1.100327253E0,7.173970342E-2,2.364928188E0
3.994246958E0,1.875935912E0,1.054784656E0,8.729622513E-2,2.153909665E0
4.004249958E0,1.650601268E0,9.957628846E-1,1.059977412E-1,1.930612283E0
4.014252958E0,1.442800164E0,9.134994745E-1,1.315855533E-1,1.712737096E0
4.024255958E0,1.265298247E0,8.345383406E-1,1.445886940E-1,1.522609532E0
4.034257958E0,1.099636912E0,7.834330201E-1,1.367204785E-1,1.357078157E0
4.044260958E0,9.239428639E-1,7.546703219E-1,1.043742597E-1,1.197535677E0
4.054263958E0,7.103041410E-1,7.426804900E-1,6.034483761E-2,1.029440519E0
4.064266958E0,4.386683702E-1,7.579470277E-1,9.242502972E-3,8.757848250E-1
4.074269958E0,9.062843770E-2,7.573922873E-1,-3.200664744E-2,7.634664472E-1
4.084272958E0,-3.255205750E-1,6.883713603E-1,-6.931806356E-2,7.646069372E-1
4.094274958E0,-8.005034328E-1,5.043162107E-1,-1.034139991E-1,9.517536664E-1
4.104277958E0,-1.336590767E0,1.850106418E-1,-1.354968399E-1,1.356120647E0
4.114280958E0,-1.928658724E0,-2.118161470E-1,-1.709592193E-1,1.947772473E0
4.124283958E0,-2.524433136E0,-5.165147781E-1,-2.323269695E-1,2.587184956E0
4.134286958E0,-3.118712902E0,-7.049753666E-1,-2.875287235E-1,3.210301107E0
4.144289958E0,-3.725284338E0,-8.175466657E-1,-3.053460419E-1,3.826141941E0
4.154291958E0,-4.326974392E0,-8.337162137E-1,-2.938278913E-1,4.416347466E0
4.164294958E0,-4.903730392E0,-6.500568986E-1,-2.674175799E-1,4.953852833E0
4.174297958E0,-5.410467148E0,-4.154201150E-1,-2.432863265E-1,5.431842861E0
4.184300958E0,-5.722295761E0,-2.280462235E-1,-1.949163973E-1,5.730154122E0
4.194303958E0,-5.807453156E0,-1.786435246E-1,-9.401880950E-2,5.810960781E0
4.204306958E0,-5.631824493E0,-2.924571633E-1,-3.204545379E-2,5.639503988E0
4.214308958E0,-5.266335011E0,-1.097230762E-1,1.176661253E-1,5.268791979E0
4.224311958E0,-4.818965435E0,1.174650714E-1,1.456594020E-1,4.822597077E0
4.234314958E0,-4.276467800E0,4.379746914E-1,7.193108648E-2,4.299438656E0
4.244317958E0,-3.639493465E0,5.553913116E-1,-3.167439997E-2,3.681762548E0
4.254320958E0,-2.756632805E0,4.217092693E-1,-1.269742846E-1,2.791591947E0
4.264323958E0,-1.784471631E0,1.123844385E-1,-1.853252053E-1,1.797585796E0
4.274325958E0,-9.424389601E-1,-2.686169446E-1,-2.090307176E-1,1.002018012E0
4.284328958E0,-3.356176913E-1,-6.024321914E-1,-2.142976373E-1,7.221407462E-1
4.294331958E0,1.464287788E-1,-8.950537443E-1,-1.756644100E-1,9.238076517E-1
4.304334958E0,6.129139066E-1,-1.045949817E0,-1.305238307E-1,1.219307568E0
4.314337958E0,1.204750538E0,-1.010701418E0,-1.203851849E-1,1.577160045E0
4.324340958E0,1.974581718E0,-8.166560531E-1,-1.824306995E-1,2.144570128E0
4.334342958E0,2.836310387E0,-6.052283049E-1,-2.992061377E-1,2.915558647E0
4.344345958E0,3.713200569E0,-4.945497513E-1,-4.111539721E-1,3.768485838E0
4.354348958E0,4.462485790E0,-5.246451497E-1,-4.512773454E-1,4.515825861E0
4.364351958E0,4.999280453E0,-7.657030225E-1,-4.270367026E-1,5.075575486E0
4.374354958E0,5.360173225E0,-1.041784644E0,-4.894532561E-1,5.482365980E0
4.384356958E0,5.547137737E0,-1.094649792E0,-5.555294752E-1,5.681338596E0
4.394359958E0,5.530373573E0,-1.100529075E0,-6.743371487E-1,5.678989936E0
4.404362958E0,5.271243572E0,-9.555892944E-1,-7.187277675E-1,5.405157657E0
4.414365958E0,4.779033661E0,-8.748210073E-1,-7.841220498E-1,4.921313028E0
4.424368958E0,4.215573788E0,-7.700034976E-1,-6.923508048E-1,4.340889008E0
4.434371958E0,3.572709322E0,-5.896664262E-1,-7.091957331E-1,3.689839696E0
4.444373958E0,2.919402599E0,-3.797640502E-1,-8.270688057E-1,3.057969110E0
4.454376958E0,2.300582409E0,-1.884699613E-1,-9.527375698E-1,2.497180254E0
4.464379958E0,1.798947573E0,-2.944462933E-2,-9.654533267E-1,2.041856871E0
4.474382958E0,1.444083571E0,1.266881526E-1,-8.764864802E-1,1.694005844E0
4.484385958E0,1.137495160E0,3.444146216E-1,-7.987096310E-1,1.431940552E0
4.494388958E0,8.650701642E-1,5.272877216E-1,-7.675722837E-1,1.271041282E0
4.504390958E0,6.376127601E-1,6.505808830E-1,-7.354042530E-1,1.170736919E0
4.514393958E0,4.286648631E-1,7.080737948E-1,-6.778578758E-1,1.069866049E0
4.524396958E0,2.263911217E-1,7.003969550E-1,-5.937525630E-1,9.457012957E-1
4.534399958E0,-1.627041027E-2,6.244865656E-1,-4.703216851E-1,7.819531216E-1
4.544402958E0,-3.175570369E-1,5.224195719E-1,-3.581088781E-1,7.085242758E-1
4.554405958E0,-6.195177436E-1,4.894090891E-1,-2.318491936E-1,8.228472153E-1
4.564407958E0,-8.934472799E-1,5.451394320E-1,-1.401664168E-1,1.055969539E0
4.574410958E0,-1.148898721E0,6.243740320E-1,-6.821668893E-2,1.309375698E0
4.584413958E0,-1.394102335E0,6.834842563E-1,-9.745927528E-3,1.552664494E0
4.594416958E0,-1.619806409E0,7.482953072E-1,2.400891855E-2,1.784459329E0
4.604419958E0,-1.829460502E0,8.098657131E-1,3.126736358E-2,2.000946238E0
4.614422958E0,-2.035985231E0,8.166380525E-1,4.882373661E-2,2.194200841E0
4.624424958E0,-2.289047480E0,7.324312925E-1,7.395891845E-2,2.404509073E0
4.634427958E0,-2.645992041E0,5.679182410E-1,1.236449704E-1,2.709076058E0
4.644430958E0,-3.062660217E0,3.872209191E-1,1.625825167E-1,3.091320223E0
4.654433958E0,-3.502437115E0,1.856691688E-1,1.842199117E-1,3.512189596E0
4.664436958E0,-3.983553886E0,-5.840448290E-2,2.194508761E-1,3.990021471E0
4.674438958E0,-4.480806828E0,-3.194417357E-1,3.063280582E-1,4.502611434E0
4.684441958E0,-4.948401451E0,-5.522403717E-1,4.198215902E-1,4.996788620E0
4.694444958E0,-5.285286427E0,-6.073871255E-1,4.670830369E-1,5.340537266E0
4.704447958E0,-5.547892570E0,-5.536820889E-1,4.603079557E-1,5.594422155E0
4.714450958E0,-5.676831245E0,-5.023311973E-1,4.692556262E-1,5.718299613E0
4.724453958E0,-5.650709152E0,-4.765850604E-1,5.095652342E-1,5.693619584E0
4.734455958E0,-5.402463913E0,-3.641270101E-1,4.765155017E-1,5.435648244E0
4.744458958E0,-4.926786900E0,-3.886451423E-1,4.127498269E-1,4.959297997E0
4.754461958E0,-4.220385075E0,-4.834714830E-1,2.809143960E-1,4.257265290E0
4.764464958E0,-3.300075769E0,-5.246903300E-1,2.344382405E-1,3.349740485E0
4.774467958E0,-2.164900064E0,-7.202805281E-1,1.665232033E-1,2.287646456E0
4.784470958E0,-1.159592032E0,-9.548826814E-1,8.812107146E-2,1.504732514E0
4.794472958E0,-5.235719085E-1,-1.257226706E0,1.290570945E-3,1.361891405E0
4.804475958E0,-5.662604421E-2,-1.642186880E0,2.671219707E-1,1.664733734E0
4.814478958E0,3.805850446E-1,-1.856429935E0,5.809270144E-1,1.982083064E0
4.824481958E0,9.089977741E-1,-1.765110135E0,8.278015256E-1,2.151080219E0
4.834484958E0,1.550670385E0,-1.478667736E0,9.754209518E-1,2.354247852E0
4.844487958E0,2.241742134E0,-9.873586893E-1,9.161757231E-1,2.615274925E0
4.854489958E0,2.984164953E0,-3.522139192E-1,7.077095509E-1,3.087093766E0
4.864492958E0,3.788140774E0,2.617027760E-1,4.789152741E-1,3.827252109E0
4.874495958E0,4.570035458E0,7.645260096E-1,3.506774902E-1,4.646794466E0
4.884498958E0,5.204560757E0,1.058906317E0,3.449676931E-1,5.322380855E0
4.894501958E0,5.709720135E0,1.208647847E0,4.958805740E-1,5.857271650E0
4.904504958E0,6.016790867E0,1.222189784E0,6.533905864E-1,6.174337168E0
4.914506958E0,6.089828968E0,1.209259391E0,8.364247680E-1,6.264816959E0
4.924509958E0,5.910066605E0,1.161872149E0,9.568315744E-1,6.098717965E0
4.934512958E0,5.544271469E0,1.104359865E0,1.058997631E0,5.751524391E0
4.944515958E0,5.038004398E0,9.989599586E-1,1.084301591E0,5.249297025E0
4.954518958E0,4.493065357E0,8.191824555E-1,1.058417320E0,4.688170584E0
4.964520958E0,3.956571579E0,6.671292782E-1,1.000426888E0,4.135259858E0
4.974523958E0,3.453830481E0,5.547448993E-1,8.979182839E-1,3.611501646E0
4.984526958E0,2.983520269E0,4.186590016E-1,7.749401927E-1,3.110819966E0
4.994529958E0,2.535881042E0,2.002996653E-1,5.471333861E-1,2.601954565E0
5.004532958E0,2.107914686E0,1.088340115E-2,2.538048327E-1,2.123167366E0
5.014535958E0,1.726845980E0,-8.382403851E-2,7.235988043E-3,1.728894406E0
5.024537958E0,1.493218064E0,-6.104309484E-2,-5.795552954E-2,1.495588610E0
5.034540958E0,1.349568725E0,2.469961345E-2,-2.962794341E-2,1.350119857E0
5.044543958E0,1.185622215E0,1.203832626E-1,2.919880906E-3,1.191721735E0
5.054546958E0,9.450442195E-1,1.882427037E-1,-4.274755716E-2,9.645575389E-1
5.064549958E0,6.599291563E-1,2.602007985E-1,-7.984565943E-2,7.138531195E-1
5.074552958E0,3.456164300E-1,3.176955581E-1,-7.954899222E-2,4.761399232E-1
5.084554958E0,-2.902216464E-2,3.805965185E-1,-6.726676226E-2,3.875832985E-1
5.094557958E0,-4.768774509E-1,4.821850955E-1,-4.961921275E-2,6.799828203E-1
5.104560958E0,-9.871521592E-1,5.863316655E-1,-2.553411573E-2,1.148436415E0
5.114563958E0,-1.527959347E0,6.674521565E-1,-6.013510749E-3,1.667389669E0
5.124566958E0,-2.058466911E0,7.216552496E-1,3.153786063E-2,2.181528584E0
5.134568958E0,-2.546325445E0,8.360374570E-1,4.751789197E-2,2.680483138E0
5.144571958E0,-2.910076857E0,1.075937986E0,1.517642289E-3,3.102610540E0
5.154574958E0,-3.186557770E0,1.358060122E0,-1.633519232E-1,3.467731472E0
5.164577958E0,-3.469805241E0,1.442617893E0,-3.359047771E-1,3.772734660E0
5.174580958E0,-3.808925152E0,1.328833461E0,-4.358291626E-1,4.057543128E0
5.184583958E0,-4.242389202E0,1.067582726E0,-5.992183685E-1,4.415502426E0
5.194585958E0,-4.710638046E0,7.889456749E-1,-7.419334054E-1,4.833529896E0
5.204588958E0,-5.134769917E0,5.307905078E-1,-8.403273821E-1,5.230081335E0
5.214591958E0,-5.497403622E0,3.311650455E-1,-9.420608878E-1,5.587360341E0
5.224594958E0,-5.749098301E0,2.566881478E-1,-9.585255980E-1,5.834105878E0
5.234597958E0,-5.828496933E0,2.148861624E-2,-9.277953506E-1,5.901918542E0
5.244600958E0,-5.705049038E0,-1.955217272E-1,-9.519174695E-1,5.787223872E0
5.254602958E0,-5.463134766E0,-2.414822727E-1,-1.077740550E0,5.573659467E0
5.264605958E0,-5.159077644E0,-2.781036496E-1,-1.231634736E0,5.311341441E0
5.274608958E0,-4.724966049E0,-2.697941661E-1,-1.195975780E0,4.881439452E0
5.284611958E0,-4.001576424E0,-8.809734881E-2,-1.011197209E0,4.128304109E0
5.294614958E0,-2.973009348E0,2.685486376E-1,-9.090024829E-1,3.120446838E0
5.304617958E0,-1.738056064E0,5.532855988E-1,-8.403847814E-1,2.008285442E0
5.314619958E0,-6.304359436E-1,1.957024783E-1,-8.920087218E-1,1.109697481E0
5.324622958E0,3.298085928E-1,-5.189853311E-1,-9.806264639E-1,1.157474727E0
5.334625958E0,1.250273585E0,-1.318272710E0,-1.010166407E0,2.078812917E0
5.344628958E0,2.194285393E0,-2.012608528E0,-9.946869612E-1,3.139248895E0
5.354631958E0,3.175731659E0,-2.397279978E0,-9.688063264E-1,4.095217767E0
5.364633958E0,4.220516205E0,-2.335195303E0,-9.975855350E-1,4.925552866E0
5.374636958E0,5.285990238E0,-1.901153564E0,-1.171560764E0,5.738347523E0
5.384639958E0,6.229039192E0,-1.239509583E0,-1.373551369E0,6.497996355E0
5.394642958E0,6.962430954E0,-5.782756805E-1,-1.542945147E0,7.154755571E0
5.404645958E0,7.473187923E0,-1.896366291E-2,-1.632192373E0,7.649375746E0
5.414648958E0,7.765874386E0,3.395736516E-1,-1.615599513E0,7.939412889E0
5.424650958E0,7.818665981E0,4.214051366E-1,-1.443513989E0,7.961962864E0
5.434653958E0,7.601178646E0,2.929874063E-1,-1.107816815E0,7.687068136E0
5.444656958E0,7.080621243E0,-2.599165142E-1,-8.642315865E-1,7.137902354E0
5.454659958E0,6.211533546E0,-8.675787449E-1,-6.250040531E-1,6.302893934E0
5.464662958E0,5.210410118E0,-1.429809690E0,-3.655152321E-1,5.415379094E0
5.474665958E0,4.208024979E0,-1.746898770E0,-3.955671191E-1,4.573357944E0
5.484667958E0,3.223445415E0,-1.703371882E0,-5.147052407E-1,3.681982836E0
5.494670958E0,2.320120811E0,-1.415775895E0,-6.387150884E-1,2.792013419E0
5.504673958E0,1.609493256E0,-1.033865809E0,-6.933354139E-1,2.034713997E0
5.514676958E0,1.020823479E0,-5.007770061E-1,-7.500230074E-1,1.362128003E0
5.524679958E0,5.453991890E-1,2.022440545E-2,-7.892457247E-1,9.595718399E-1
5.534681958E0,1.099496707E-1,5.237724185E-1,-8.181104064E-1,9.776150129E-1
5.544684958E0,-2.865646482E-1,8.713426590E-1,-8.005239964E-1,1.217454720E0
5.554687958E0,-6.528981924E-1,1.064076662E0,-7.448610663E-1,1.453737666E0
5.564690958E0,-9.695288539E-1,1.148593664E0,-6.850925088E-1,1.651849070E0
5.574693958E0,-1.237045169E0,1.162301898E0,-6.178969145E-1,1.806383970E0
5.584696958E0,-1.456916809E0,1.144218445E0,-5.271355510E-1,1.926061870E0
5.594698958E0,-1.650813937E0,1.128103614E0,-4.465926886E-1,2.048718977E0
5.604701958E0,-1.823751330E0,1.123658538E0,-3.986813426E-1,2.178904366E0
5.614704958E0,-1.983515620E0,1.119729042E0,-3.753927052E-1,2.308472878E0
5.624707958E0,-2.137266159E0,1.069297314E0,-3.425751030E-1,2.414262016E0
5.634710958E0,-2.309968472E0,1.000776172E0,-2.876148224E-1,2.533817194E0
5.644712958E0,-2.498296261E0,9.287728071E-1,-2.470628917E-1,2.676778513E0
5.654715958E0,-2.695980787E0,8.492053151E-1,-2.155623883E-1,2.834771457E0
5.664718958E0,-2.903323650E0,7.219523191E-1,-1.742035002E-1,2.996806672E0
5.674721958E0,-3.145079374E0,5.704191923E-1,-1.156218648E-1,3.198479442E0
5.684724958E0,-3.423389673E0,4.171899259E-1,-4.463796690E-2,3.449005195E0
5.694728458E0,-3.701678753E0,2.664776444E-1,2.269082516E-2,3.711327363E0
5.704730458E0,-3.957707405E0,1.417008489E-1,6.308805197E-2,3.960745780E0
5.714733458E0,-4.200787544E0,5.325351655E-2,9.160003066E-2,4.202123570E0
5.724736458E0,-4.357671738E0,-6.449654698E-2,1.389347911E-1,4.360363019E0
5.734739458E0,-4.446819782E0,-2.856632173E-1,1.779192090E-1,4.459536399E0
5.744742458E0,-4.438514709E0,-5.423508883E-1,1.834953427E-1,4.475290812E0
5.754745458E0,-4.316545010E0,-7.966961861E-1,1.504322737E-1,4.392028632E0
5.764747458E0,-4.081582069E0,-1.013814926E0,9.357351810E-2,4.206648178E0
5.774750458E0,-3.724256992E0,-1.177173495E0,3.960447758E-2,3.906071696E0
5.784753458E0,-3.284952879E0,-1.292053223E0,1.183303352E-2,3.529937247E0
5.794756458E0,-2.796852350E0,-1.265619874E0,2.731133997E-2,3.070003688E0
5.804759458E0,-2.273340940E0,-1.175656438E0,1.136656702E-1,2.561867869E0
5.814761458E0,-1.708671570E0,-1.044365168E0,2.770455182E-1,2.021635812E0
5.824764458E0,-1.175254822E0,-8.079155684E-1,4.439146817E-1,1.493657158E0
5.834767458E0,-6.762989759E-1,-5.956128240E-1,4.994946718E-1,1.030354244E0
5.844770458E0,-1.208535507E-1,-7.003976107E-1,4.312927127E-1,8.313698321E-1
5.854773458E0,5.455412269E-1,-1.105401754E0,3.060366213E-1,1.270112862E0
5.864776458E0,1.342755318E0,-1.530083537E0,1.952866614E-1,2.045063411E0
5.874778458E0,2.256297350E0,-1.757308960E0,9.284924716E-2,2.861404112E0
5.884781458E0,3.238802433E0,-1.618542552E0,-6.081059109E-3,3.620712385E0
5.894784458E0,4.152517319E0,-1.084000826E0,-1.656323671E-1,4.294868095E0
5.904787458E0,4.845002174E0,-3.431432843E-1,-3.549362421E-1,4.870089642E0
5.914790458E0,5.261246204E0,4.319241047E-1,-5.235458016E-1,5.304844037E0
5.924792458E0,5.446465969E0,1.079662442E0,-6.154254079E-1,5.586448870E0
5.934795458E0,5.486322880E0,1.520311475E0,-6.040548682E-1,5.725029957E0
5.944798458E0,5.445893764E0,1.800608873E0,-4.531425536E-1,5.753719613E0
5.954801458E0,5.283676624E0,1.672778368E0,-3.049101233E-1,5.550531175E0
5.964804458E0,4.942471981E0,1.357708573E0,-1.164318249E-1,5.126885821E0
5.974807458E0,4.471140385E0,9.768040776E-1,1.103266850E-1,4.577926880E0
5.984809458E0,3.969509363E0,5.603114963E-1,3.649784029E-1,4.025439453E0
5.994812458E0,3.391657114E0,3.635218441E-1,4.850353897E-1,3.445394816E0
6.004815458E0,2.832661390E0,2.998238504E-1,4.811634123E-1,2.888837677E0
6.014818458E0,2.285776138E0,3.186867833E-1,3.454512060E-1,2.333596014E0
6.024821458E0,1.780577660E0,4.437288344E-1,2.457869351E-1,1.851421966E0
6.034823458E0,1.354165196E0,6.320398450E-1,2.007300705E-1,1.507823035E0
6.044826458E0,1.043557525E0,8.352441192E-1,2.037077546E-1,1.352087976E0
6.054829458E0,8.069633245E-1,9.985195994E-1,2.060806453E-1,1.300269368E0
6.064832458E0,5.991355777E-1,1.118824720E0,2.189940363E-1,1.287901620E0
6.074835458E0,4.140843451E-1,1.178426027E0,2.452812940E-1,1.272916596E0
6.084838458E0,2.456066310E-1,1.157185912E0,2.671125531E-1,1.212745220E0
6.094840458E0,5.493007973E-2,1.107537866E0,2.539626658E-1,1.137609104E0
6.104843458E0,-1.703733504E-1,1.032854795E0,2.100029290E-1,1.067669114E0
6.114846458E0,-4.308710396E-1,9.449552894E-1,1.666558236E-1,1.051838636E0
6.124849458E0,-7.297503948E-1,8.683539629E-1,1.349018812E-1,1.142266502E0
6.134852458E0,-1.014375567E0,7.984042168E-1,1.141872704E-1,1.295934342E0
6.144855458E0,-1.278294802E0,7.180635333E-1,1.115954816E-1,1.470410279E0
6.154857458E0,-1.552054048E0,6.024992466E-1,1.088278517E-1,1.668448564E0
6.164860458E0,-1.795842171E0,4.739410281E-1,1.190866157E-1,1.861142343E0
